...1,Original Est.,Bootstrap Mean,Bootstrap SD,T Stat.,5% CI,95% CI
identity_stability  ->  value,1.01060251506836,1.01302428822129,0.0408100437647827,24.7635734206309,0.946506761428185,1.0803722902032
identity_stability  ->  mourn,0.792427338406886,0.793589318568978,0.0503941228948317,15.7245982842209,0.709493212492747,0.874572398415813
value  ->  mourn,0.903386280986474,0.905526211401715,0.0496299913025753,18.2024267439192,0.824839117933668,0.987062381762646
