"","Original Est.","Bootstrap Mean","Bootstrap SD","T Stat.","5% CI","95% CI"
"identity_stability  ->  mourn",0.875879074416143,0.876410594182827,0.0262973973173014,33.3066829332153,0.832014398194625,0.918526651645077
"identity_stability  ->  value",1.01247065659162,1.01277269206983,0.0124141173377705,81.5580060219935,0.993033020060048,1.03366468306219
"mourn  ->  value",0.884130110492265,0.884592944804952,0.0275525783763713,32.0888338802615,0.838364843888113,0.928855084790805
